,gene,transcript,protein_change,score,pvalue,qvalue,info
0,ARID1A,ENST00000324856,.,.,8.0,3.569074074074075e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
177,TRIM27,ENST00000377199,.,.,0.5531367685174833,1.0,SAMPLES=49;SNV=49;INDEL=1;STRATIFIED_FDR=0.7121007303370787
178,EXT1,ENST00000378204,.,.,0.5416492578603368,1.0,SAMPLES=72;SNV=69;INDEL=4;STRATIFIED_FDR=0.7248
179,KLF4,ENST00000374672,.,.,0.5396886251843848,1.0,SAMPLES=35;SNV=35;INDEL=2;STRATIFIED_FDR=0.7248
180,MUTYH,ENST00000372098,.,.,0.5373774250994507,1.0,SAMPLES=44;SNV=48;INDEL=0;STRATIFIED_FDR=0.7248
181,TTL,ENST00000233336,.,.,0.5358086293590004,1.0,SAMPLES=28;SNV=27;INDEL=3;STRATIFIED_FDR=0.7248
182,KCNJ5,ENST00000529694,.,.,0.5307377748225981,1.0,SAMPLES=72;SNV=75;INDEL=0;STRATIFIED_FDR=0.7272619565217391
183,PDGFB,ENST00000331163,.,.,0.5295895090240693,1.0,SAMPLES=29;SNV=31;INDEL=0;STRATIFIED_FDR=0.7272619565217391
184,DICER1,ENST00000526495,.,.,0.515928047045379,1.0,SAMPLES=157;SNV=162;INDEL=5;STRATIFIED_FDR=0.7420284574468085
185,JAZF1,ENST00000283928,.,.,0.512833332644239,1.0,SAMPLES=21;SNV=22;INDEL=0;STRATIFIED_FDR=0.7420284574468085
186,HMGA2,ENST00000403681,.,.,0.5121407567204227,1.0,SAMPLES=13;SNV=12;INDEL=1;STRATIFIED_FDR=0.7420284574468085
187,FAM46C,ENST00000369448,.,.,0.5115197915737268,1.0,SAMPLES=48;SNV=48;INDEL=0;STRATIFIED_FDR=0.7420284574468085
188,MLF1,ENST00000392822,.,.,0.5041643804726872,1.0,SAMPLES=27;SNV=25;INDEL=2;STRATIFIED_FDR=0.7476859375
189,BCL7A,ENST00000538010,.,.,0.5020204633620217,1.0,SAMPLES=24;SNV=23;INDEL=1;STRATIFIED_FDR=0.7476859375
190,RPL10,ENST00000424325,.,.,0.49922853608937623,1.0,SAMPLES=34;SNV=36;INDEL=0;STRATIFIED_FDR=0.7476859375
191,PAX7,ENST00000420770,.,.,0.49907776080969946,1.0,SAMPLES=66;SNV=71;INDEL=0;STRATIFIED_FDR=0.7476859375
192,MLLT4,ENST00000392108,.,.,0.4899914870597653,1.0,SAMPLES=142;SNV=141;INDEL=5;STRATIFIED_FDR=0.7568602577319588
193,YWHAE,ENST00000264335,.,.,0.4892807707836072,1.0,SAMPLES=26;SNV=27;INDEL=0;STRATIFIED_FDR=0.7568602577319588
194,BCL11B,ENST00000357195,.,.,0.4765266784712521,1.0,SAMPLES=115;SNV=117;INDEL=0;STRATIFIED_FDR=0.7714796954314721
195,PCM1,ENST00000325083,.,.,0.4757207441520286,1.0,SAMPLES=84;SNV=84;INDEL=3;STRATIFIED_FDR=0.7714796954314721
196,CCDC6,ENST00000263102,.,.,0.4743074754949891,1.0,SAMPLES=43;SNV=42;INDEL=1;STRATIFIED_FDR=0.7714796954314721
197,FHIT,ENST00000468189,.,.,0.47058247958392746,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=0.774195303030303
198,NCOA4,ENST00000452682,.,.,0.46680009281230384,1.0,SAMPLES=48;SNV=48;INDEL=3;STRATIFIED_FDR=0.7746741951219512
199,BCL3,ENST00000164227,.,.,0.46517461374630786,1.0,SAMPLES=32;SNV=31;INDEL=1;STRATIFIED_FDR=0.7746741951219512
200,SET,ENST00000372692,.,.,0.46176569136235873,1.0,SAMPLES=17;SNV=16;INDEL=1;STRATIFIED_FDR=0.7746741951219512
201,BTG1,ENST00000256015,.,.,0.4571372427413627,1.0,SAMPLES=32;SNV=33;INDEL=4;STRATIFIED_FDR=0.7746741951219512
202,MAFB,ENST00000373313,.,.,0.4571372427413627,1.0,SAMPLES=24;SNV=27;INDEL=0;STRATIFIED_FDR=0.7746741951219512
203,LASP1,ENST00000318008,.,.,0.4556094566622522,1.0,SAMPLES=26;SNV=27;INDEL=0;STRATIFIED_FDR=0.7746741951219512
204,SOCS1,ENST00000332029,.,.,0.4552252513680423,1.0,SAMPLES=16;SNV=24;INDEL=2;STRATIFIED_FDR=0.7746741951219512
205,MYC,ENST00000377970,.,.,0.45138949810218243,1.0,SAMPLES=63;SNV=71;INDEL=0;STRATIFIED_FDR=0.7767527536231885
206,PDGFRA,ENST00000257290,.,.,0.44984505503284633,1.0,SAMPLES=189;SNV=197;INDEL=3;STRATIFIED_FDR=0.7767527536231885
207,PML,ENST00000268058,.,.,0.44448235080723336,1.0,SAMPLES=71;SNV=70;INDEL=1;STRATIFIED_FDR=0.7809806698564592
208,BCL2,ENST00000398117,.,.,0.44331163116476663,1.0,SAMPLES=17;SNV=17;INDEL=1;STRATIFIED_FDR=0.7809806698564592
209,PRKAR1A,ENST00000589228,.,.,0.4348253872176026,1.0,SAMPLES=39;SNV=38;INDEL=3;STRATIFIED_FDR=0.7889465094339623
210,SSX1,ENST00000376919,.,.,0.43421119273793307,1.0,SAMPLES=25;SNV=26;INDEL=0;STRATIFIED_FDR=0.7889465094339623
211,MSH2,ENST00000233146,.,.,0.43271478203836794,1.0,SAMPLES=63;SNV=61;INDEL=2;STRATIFIED_FDR=0.7889465094339623
212,DDX6,ENST00000264018,.,.,0.4287571494397762,1.0,SAMPLES=33;SNV=31;INDEL=2;STRATIFIED_FDR=0.7899266511627907
213,NFKB2,ENST00000369966,.,.,0.4262931266077309,1.0,SAMPLES=59;SNV=60;INDEL=2;STRATIFIED_FDR=0.7899266511627907
214,NFIB,ENST00000380959,.,.,0.4260729754576206,1.0,SAMPLES=36;SNV=34;INDEL=2;STRATIFIED_FDR=0.7899266511627907
215,ARNT,ENST00000358595,.,.,0.42315207645847974,1.0,SAMPLES=54;SNV=53;INDEL=2;STRATIFIED_FDR=0.7915755555555556
216,CBFA2T3,ENST00000268679,.,.,0.41366029124575154,1.0,SAMPLES=65;SNV=65;INDEL=0;STRATIFIED_FDR=0.8053379723502304
217,GPC3,ENST00000394299,.,.,0.41095565648180576,1.0,SAMPLES=57;SNV=57;INDEL=0;STRATIFIED_FDR=0.8066516972477065
218,WAS,ENST00000376701,.,.,0.3993428717106777,1.0,SAMPLES=59;SNV=59;INDEL=1;STRATIFIED_FDR=0.824728904109589
219,PALB2,ENST00000261584,.,.,0.39302779449142755,1.0,SAMPLES=85;SNV=88;INDEL=3;STRATIFIED_FDR=0.8330052272727273
220,RAP1GDS1,ENST00000339360,.,.,0.38702551925139855,1.0,SAMPLES=58;SNV=59;INDEL=2;STRATIFIED_FDR=0.8407761990950228
221,SDC4,ENST00000372733,.,.,0.3752539418272349,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=0.8599858108108108
222,WIF1,ENST00000286574,.,.,0.36853593732630685,1.0,SAMPLES=53;SNV=53;INDEL=1;STRATIFIED_FDR=0.8670703125
223,HLF,ENST00000226067,.,.,0.3677958669491731,1.0,SAMPLES=33;SNV=33;INDEL=0;STRATIFIED_FDR=0.8670703125
224,CARD11,ENST00000396946,.,.,0.3573277803626589,1.0,SAMPLES=219;SNV=234;INDEL=0;STRATIFIED_FDR=0.8757340611353711
225,PDE4DIP,ENST00000369345,.,.,0.3562118619167277,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=0.8757340611353711
226,AKAP9,ENST00000356239,.,.,0.3542634230693202,1.0,SAMPLES=308;SNV=325;INDEL=15;STRATIFIED_FDR=0.8757340611353711
227,CBL,ENST00000264033,.,.,0.3541358005616544,1.0,SAMPLES=75;SNV=77;INDEL=3;STRATIFIED_FDR=0.8757340611353711
228,MALT1,ENST00000348428,.,.,0.3538904780211521,1.0,SAMPLES=53;SNV=54;INDEL=0;STRATIFIED_FDR=0.8757340611353711
229,NTRK3,ENST00000360948,.,.,0.3390491886697174,1.0,SAMPLES=194;SNV=204;INDEL=1;STRATIFIED_FDR=0.8990487931034483
230,ZRSR2,ENST00000307771,.,.,0.3383765907707699,1.0,SAMPLES=28;SNV=27;INDEL=1;STRATIFIED_FDR=0.8990487931034483
231,GAS7,ENST00000432992,.,.,0.33682695475405877,1.0,SAMPLES=55;SNV=55;INDEL=2;STRATIFIED_FDR=0.8990487931034483
232,FH,ENST00000366560,.,.,0.3336130763457891,1.0,SAMPLES=46;SNV=46;INDEL=1;STRATIFIED_FDR=0.901839399141631
233,NFIB,ENST00000380953,.,.,0.3228312122555375,1.0,SAMPLES=39;SNV=37;INDEL=2;STRATIFIED_FDR=0.9190888085106382
234,HEY1,ENST00000337919,.,.,0.32167286188854627,1.0,SAMPLES=28;SNV=30;INDEL=1;STRATIFIED_FDR=0.9190888085106382
235,WRN,ENST00000298139,.,.,0.318749714916953,1.0,SAMPLES=111;SNV=113;INDEL=1;STRATIFIED_FDR=0.9213751271186442
236,SUZ12,ENST00000322652,.,.,0.3119986549734724,1.0,SAMPLES=54;SNV=51;INDEL=5;STRATIFIED_FDR=0.9317334453781512
237,DDX5,ENST00000225792,.,.,0.31022955981140765,1.0,SAMPLES=56;SNV=57;INDEL=2;STRATIFIED_FDR=0.9317334453781512
238,FANCC,ENST00000289081,.,.,0.3023261254139915,1.0,SAMPLES=42;SNV=44;INDEL=0;STRATIFIED_FDR=0.939319834710744
239,SUFU,ENST00000369902,.,.,0.3018037286686163,1.0,SAMPLES=44;SNV=44;INDEL=0;STRATIFIED_FDR=0.939319834710744
240,WHSC1L1,ENST00000317025,.,.,0.30071741615213654,1.0,SAMPLES=106;SNV=115;INDEL=2;STRATIFIED_FDR=0.939319834710744
241,HOXC11,ENST00000546378,.,.,0.29946934302140826,1.0,SAMPLES=36;SNV=38;INDEL=0;STRATIFIED_FDR=0.939319834710744
242,PAFAH1B2,ENST00000527958,.,.,0.2947522598210948,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=0.9456701234567904
243,FOXP1,ENST00000318779,.,.,0.2866186742795087,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=0.9563068421052633
244,ERCC5,ENST00000355739,.,.,0.2842389266194411,1.0,SAMPLES=93;SNV=93;INDEL=1;STRATIFIED_FDR=0.9563068421052633
245,CACNA1D,ENST00000288139,.,.,0.2830122584550287,1.0,SAMPLES=213;SNV=231;INDEL=4;STRATIFIED_FDR=0.9563068421052633
246,BIRC3,ENST00000263464,.,.,0.2828039857115164,1.0,SAMPLES=51;SNV=51;INDEL=1;STRATIFIED_FDR=0.9563068421052633
247,PPARG,ENST00000287820,.,.,0.2809091333672643,1.0,SAMPLES=76;SNV=76;INDEL=0;STRATIFIED_FDR=0.9566154435483871
248,NT5C2,ENST00000343289,.,.,0.2785191452299507,1.0,SAMPLES=22;SNV=21;INDEL=1;STRATIFIED_FDR=0.9580313253012047
249,OMD,ENST00000375550,.,.,0.27381089973631434,1.0,SAMPLES=33;SNV=30;INDEL=3;STRATIFIED_FDR=0.9608971541501977
250,TCF3,ENST00000262965,.,.,0.27370485587322524,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=0.9608971541501977
251,MDM2,ENST00000462284,.,.,0.27181672217561603,1.0,SAMPLES=41;SNV=41;INDEL=1;STRATIFIED_FDR=0.9608971541501977
252,BRIP1,ENST00000259008,.,.,0.2703007736838302,1.0,SAMPLES=112;SNV=113;INDEL=3;STRATIFIED_FDR=0.9608971541501977
253,RET,ENST00000355710,.,.,0.2644170673042264,1.0,SAMPLES=165;SNV=170;INDEL=3;STRATIFIED_FDR=0.9701690551181104
254,FEV,ENST00000295727,.,.,0.25823404515268683,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=0.9802209411764707
255,DNM2,ENST00000389253,.,.,0.25075853647924085,1.0,SAMPLES=103;SNV=107;INDEL=2;STRATIFIED_FDR=0.9803646183206108
256,PHF6,ENST00000332070,.,.,0.24996241022050544,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=0.9803646183206108
257,CHN1,ENST00000409900,.,.,0.2497539581297271,1.0,SAMPLES=49;SNV=48;INDEL=1;STRATIFIED_FDR=0.9803646183206108
258,FNBP1,ENST00000446176,.,.,0.24896737416283266,1.0,SAMPLES=45;SNV=46;INDEL=0;STRATIFIED_FDR=0.9803646183206108
259,TCL1A,ENST00000402399,.,.,0.24864390027460628,1.0,SAMPLES=28;SNV=29;INDEL=0;STRATIFIED_FDR=0.9803646183206108
260,ATF1,ENST00000262053,.,.,0.24750595643041298,1.0,SAMPLES=21;SNV=21;INDEL=0;STRATIFIED_FDR=0.9803646183206108
261,CCNE1,ENST00000262643,.,.,0.2464092816599648,1.0,SAMPLES=37;SNV=39;INDEL=0;STRATIFIED_FDR=0.9803646183206108
262,GPHN,ENST00000478722,.,.,0.24423944738959844,1.0,SAMPLES=87;SNV=88;INDEL=3;STRATIFIED_FDR=0.9815287072243346
263,KIAA1549,ENST00000422774,.,.,0.2390651102160408,1.0,SAMPLES=201;SNV=214;INDEL=3;STRATIFIED_FDR=0.9851486988847582
264,TMPRSS2,ENST00000398585,.,.,0.23573417749502773,1.0,SAMPLES=54;SNV=53;INDEL=2;STRATIFIED_FDR=0.9851486988847582
265,STAT5B,ENST00000293328,.,.,0.23483083568821905,1.0,SAMPLES=64;SNV=62;INDEL=2;STRATIFIED_FDR=0.9851486988847582
266,PAX3,ENST00000392069,.,.,0.2337284703147328,1.0,SAMPLES=92;SNV=95;INDEL=0;STRATIFIED_FDR=0.9851486988847582
267,CDX2,ENST00000381020,.,.,0.2334830536738803,1.0,SAMPLES=28;SNV=29;INDEL=0;STRATIFIED_FDR=0.9851486988847582
268,KTN1,ENST00000395314,.,.,0.23284413391781958,1.0,SAMPLES=77;SNV=78;INDEL=2;STRATIFIED_FDR=0.9851486988847582
269,RALGDS,ENST00000372050,.,.,0.22635980673997416,1.0,SAMPLES=64;SNV=66;INDEL=1;STRATIFIED_FDR=0.9962644444444444
270,NUP98,ENST00000324932,.,.,0.22096658073788164,1.0,SAMPLES=133;SNV=132;INDEL=5;STRATIFIED_FDR=0.9999899999999999
271,CIITA,ENST00000324288,.,.,0.2197907347522839,1.0,SAMPLES=133;SNV=132;INDEL=6;STRATIFIED_FDR=0.9999899999999999
272,ATP1A1,ENST00000537345,.,.,0.21920760061631642,1.0,SAMPLES=64;SNV=65;INDEL=1;STRATIFIED_FDR=0.9999899999999999
273,TAL2,ENST00000334077,.,.,0.2176850691230377,1.0,SAMPLES=14;SNV=13;INDEL=1;STRATIFIED_FDR=0.9999899999999999
274,EZR,ENST00000367075,.,.,0.2153256609356879,1.0,SAMPLES=45;SNV=47;INDEL=1;STRATIFIED_FDR=0.9999899999999999
275,ELF4,ENST00000308167,.,.,0.2106731704927433,1.0,SAMPLES=77;SNV=83;INDEL=1;STRATIFIED_FDR=0.9999899999999999
276,SYK,ENST00000375754,.,.,0.20905369147094385,1.0,SAMPLES=77;SNV=80;INDEL=1;STRATIFIED_FDR=0.9999899999999999
277,COL1A1,ENST00000225964,.,.,0.20851988397999913,1.0,SAMPLES=152;SNV=168;INDEL=1;STRATIFIED_FDR=0.9999899999999999
278,MLLT6,ENST00000325718,.,.,0.2001289702960261,1.0,SAMPLES=71;SNV=68;INDEL=3;STRATIFIED_FDR=0.9999899999999999
279,ECT2L,ENST00000423192,.,.,0.20003258891926487,1.0,SAMPLES=79;SNV=79;INDEL=1;STRATIFIED_FDR=0.9999899999999999
280,EBF1,ENST00000313708,.,.,0.19953725085335325,1.0,SAMPLES=115;SNV=116;INDEL=1;STRATIFIED_FDR=0.9999899999999999
281,RPN1,ENST00000296255,.,.,0.19852082672411353,1.0,SAMPLES=32;SNV=33;INDEL=1;STRATIFIED_FDR=0.9999899999999999
282,MN1,ENST00000302326,.,.,0.19782854904823616,1.0,SAMPLES=105;SNV=110;INDEL=5;STRATIFIED_FDR=0.9999899999999999
283,NIN,ENST00000382041,.,.,0.19682294434537476,1.0,SAMPLES=160;SNV=170;INDEL=2;STRATIFIED_FDR=0.9999899999999999
284,PHOX2B,ENST00000226382,.,.,0.19649508727475243,1.0,SAMPLES=56;SNV=58;INDEL=0;STRATIFIED_FDR=0.9999899999999999
285,H3F3A,ENST00000366813,.,.,0.19361649817583243,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=0.9999899999999999
286,RALGDS,ENST00000393157,.,.,0.19342662487486764,1.0,SAMPLES=66;SNV=68;INDEL=1;STRATIFIED_FDR=0.9999899999999999
287,XPC,ENST00000285021,.,.,0.19237027629405526,1.0,SAMPLES=52;SNV=53;INDEL=0;STRATIFIED_FDR=0.9999899999999999
288,CREB3L2,ENST00000330387,.,.,0.1866659156405805,1.0,SAMPLES=48;SNV=47;INDEL=2;STRATIFIED_FDR=0.9999899999999999
289,PER1,ENST00000317276,.,.,0.18589230692416456,1.0,SAMPLES=105;SNV=115;INDEL=1;STRATIFIED_FDR=0.9999899999999999
290,ALK,ENST00000389048,.,.,0.1847610538034793,1.0,SAMPLES=197;SNV=210;INDEL=1;STRATIFIED_FDR=0.9999899999999999
291,CBLC,ENST00000270279,.,.,0.17571141754045472,1.0,SAMPLES=36;SNV=36;INDEL=1;STRATIFIED_FDR=0.9999899999999999
292,ATIC,ENST00000236959,.,.,0.1746972419799982,1.0,SAMPLES=56;SNV=53;INDEL=3;STRATIFIED_FDR=0.9999899999999999
293,CCND2,ENST00000261254,.,.,0.1726888952810033,1.0,SAMPLES=33;SNV=35;INDEL=0;STRATIFIED_FDR=0.9999899999999999
294,CREB1,ENST00000432329,.,.,0.17263072694617473,1.0,SAMPLES=12;SNV=12;INDEL=1;STRATIFIED_FDR=0.9999899999999999
295,SEPT6,ENST00000343984,.,.,0.16699321146815732,1.0,SAMPLES=61;SNV=62;INDEL=0;STRATIFIED_FDR=0.9999899999999999
296,SDHB,ENST00000375499,.,.,0.16634937297610455,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=0.9999899999999999
297,TCEA1,ENST00000521604,.,.,0.16554114620949573,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=0.9999899999999999
298,NACA,ENST00000550952,.,.,0.1653758677852541,1.0,SAMPLES=74;SNV=76;INDEL=4;STRATIFIED_FDR=0.9999899999999999
299,CBLB,ENST00000264122,.,.,0.1639798701772669,1.0,SAMPLES=105;SNV=109;INDEL=2;STRATIFIED_FDR=0.9999899999999999
300,BCL6,ENST00000406870,.,.,0.16174926294545686,1.0,SAMPLES=76;SNV=79;INDEL=1;STRATIFIED_FDR=0.9999899999999999
301,BCL9,ENST00000234739,.,.,0.1611634976910388,1.0,SAMPLES=152;SNV=148;INDEL=8;STRATIFIED_FDR=0.9999899999999999
302,ETV4,ENST00000319349,.,.,0.16068539374587856,1.0,SAMPLES=30;SNV=29;INDEL=1;STRATIFIED_FDR=0.9999899999999999
303,MLLT10,ENST00000307729,.,.,0.159329438666591,1.0,SAMPLES=92;SNV=91;INDEL=2;STRATIFIED_FDR=0.9999899999999999
304,SH3GL1,ENST00000269886,.,.,0.15766540119314826,1.0,SAMPLES=35;SNV=37;INDEL=1;STRATIFIED_FDR=0.9999899999999999
305,FSTL3,ENST00000166139,.,.,0.15608858313087276,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=0.9999899999999999
306,HERPUD1,ENST00000439977,.,.,0.15278528775897385,1.0,SAMPLES=22;SNV=23;INDEL=0;STRATIFIED_FDR=0.9999899999999999
307,PCSK7,ENST00000320934,.,.,0.14868048735125486,1.0,SAMPLES=74;SNV=80;INDEL=1;STRATIFIED_FDR=0.9999899999999999
308,HOOK3,ENST00000307602,.,.,0.1482098133978329,1.0,SAMPLES=57;SNV=58;INDEL=2;STRATIFIED_FDR=0.9999899999999999
309,EXT2,ENST00000395673,.,.,0.14594306562477197,1.0,SAMPLES=63;SNV=62;INDEL=1;STRATIFIED_FDR=0.9999899999999999
310,BRD3,ENST00000303407,.,.,0.14552391812776358,1.0,SAMPLES=64;SNV=65;INDEL=2;STRATIFIED_FDR=0.9999899999999999
311,HMGA1,ENST00000447654,.,.,0.1448686722147823,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=0.9999899999999999
312,HIP1,ENST00000336926,.,.,0.14432944308196397,1.0,SAMPLES=104;SNV=110;INDEL=2;STRATIFIED_FDR=0.9999899999999999
313,CD74,ENST00000009530,.,.,0.13899160101994731,1.0,SAMPLES=17;SNV=17;INDEL=1;STRATIFIED_FDR=0.9999899999999999
314,HIST1H4I,ENST00000354348,.,.,0.13842974788416534,1.0,SAMPLES=30;SNV=32;INDEL=0;STRATIFIED_FDR=0.9999899999999999
315,ZNF331,ENST00000253144,.,.,0.13717716373586938,1.0,SAMPLES=88;SNV=90;INDEL=2;STRATIFIED_FDR=0.9999899999999999
316,CRLF2,ENST00000381567,.,.,0.13661765155921232,1.0,SAMPLES=43;SNV=45;INDEL=0;STRATIFIED_FDR=0.9999899999999999
317,LMO1,ENST00000335790,.,.,0.13272112057207783,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=0.9999899999999999
318,MSN,ENST00000360270,.,.,0.13265038281120747,1.0,SAMPLES=77;SNV=76;INDEL=2;STRATIFIED_FDR=0.9999899999999999
319,MDM4,ENST00000367182,.,.,0.13245591335686055,1.0,SAMPLES=30;SNV=29;INDEL=1;STRATIFIED_FDR=0.9999899999999999
320,JAK3,ENST00000458235,.,.,0.1284737652963517,1.0,SAMPLES=123;SNV=130;INDEL=2;STRATIFIED_FDR=0.9999899999999999
321,PMS1,ENST00000441310,.,.,0.12632489814958145,1.0,SAMPLES=78;SNV=80;INDEL=1;STRATIFIED_FDR=0.9999899999999999
322,SSX4,ENST00000376886,.,.,0.1210533093519167,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=0.9999899999999999
323,CHIC2,ENST00000263921,.,.,0.11974105865395702,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=0.9999899999999999
324,BCR,ENST00000305877,.,.,0.11896360323923026,1.0,SAMPLES=96;SNV=100;INDEL=1;STRATIFIED_FDR=0.9999899999999999
325,LCP1,ENST00000398576,.,.,0.11574288308877868,1.0,SAMPLES=72;SNV=71;INDEL=3;STRATIFIED_FDR=0.9999899999999999
326,COX6C,ENST00000520468,.,.,0.11493859186263121,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=0.9999899999999999
327,PICALM,ENST00000393346,.,.,0.11491595732761435,1.0,SAMPLES=48;SNV=47;INDEL=2;STRATIFIED_FDR=0.9999899999999999
328,TNFRSF14,ENST00000355716,.,.,0.11482543098235701,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=0.9999899999999999
329,CDH11,ENST00000268603,.,.,0.11235457269414921,1.0,SAMPLES=204;SNV=210;INDEL=1;STRATIFIED_FDR=0.9999899999999999
330,MTCP1,ENST00000369476,.,.,0.11200032886025092,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=0.9999899999999999
331,NDRG1,ENST00000414097,.,.,0.10883622975505557,1.0,SAMPLES=40;SNV=41;INDEL=0;STRATIFIED_FDR=0.9999899999999999
332,FANCD2,ENST00000287647,.,.,0.10859078684564247,1.0,SAMPLES=129;SNV=136;INDEL=1;STRATIFIED_FDR=0.9999899999999999
333,NUP214,ENST00000359428,.,.,0.10852944778604783,1.0,SAMPLES=136;SNV=142;INDEL=3;STRATIFIED_FDR=0.9999899999999999
334,IL21R,ENST00000337929,.,.,0.10785528929855276,1.0,SAMPLES=97;SNV=98;INDEL=2;STRATIFIED_FDR=0.9999899999999999
335,MUC1,ENST00000368395,.,.,0.10742126187430233,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=0.9999899999999999
336,PMS2,ENST00000265849,.,.,0.105994258501972,1.0,SAMPLES=76;SNV=76;INDEL=1;STRATIFIED_FDR=0.9999899999999999
337,SLC45A3,ENST00000367145,.,.,0.10583352877745003,1.0,SAMPLES=51;SNV=51;INDEL=1;STRATIFIED_FDR=0.9999899999999999
338,TSHR,ENST00000541158,.,.,0.10570055604482131,1.0,SAMPLES=85;SNV=88;INDEL=1;STRATIFIED_FDR=0.9999899999999999
339,CREB3L1,ENST00000529193,.,.,0.10333051101168313,1.0,SAMPLES=38;SNV=40;INDEL=0;STRATIFIED_FDR=0.9999899999999999
340,CCND3,ENST00000372991,.,.,0.10286245298427119,1.0,SAMPLES=19;SNV=20;INDEL=0;STRATIFIED_FDR=0.9999899999999999
341,MET,ENST00000318493,.,.,0.10270287794050348,1.0,SAMPLES=163;SNV=172;INDEL=2;STRATIFIED_FDR=0.9999899999999999
342,IL7R,ENST00000303115,.,.,0.0989832813765029,1.0,SAMPLES=137;SNV=141;INDEL=0;STRATIFIED_FDR=0.9999899999999999
343,MDS2,ENST00000374555,.,.,0.09691001300805639,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=0.9999899999999999
344,LHFP,ENST00000379589,.,.,0.09638917207187078,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=0.9999899999999999
345,TFEB,ENST00000230323,.,.,0.09112911305340411,1.0,SAMPLES=43;SNV=45;INDEL=0;STRATIFIED_FDR=0.9999899999999999
346,IDH2,ENST00000330062,.,.,0.09100056651349765,1.0,SAMPLES=51;SNV=51;INDEL=1;STRATIFIED_FDR=0.9999899999999999
347,FLT3,ENST00000241453,.,.,0.08969583193143123,1.0,SAMPLES=147;SNV=154;INDEL=0;STRATIFIED_FDR=0.9999899999999999
348,GMPS,ENST00000496455,.,.,0.08869853838757165,1.0,SAMPLES=61;SNV=62;INDEL=1;STRATIFIED_FDR=0.9999899999999999
349,MYB,ENST00000341911,.,.,0.08765569906930855,1.0,SAMPLES=70;SNV=73;INDEL=1;STRATIFIED_FDR=0.9999899999999999
350,FIP1L1,ENST00000337488,.,.,0.0862391135876769,1.0,SAMPLES=48;SNV=46;INDEL=3;STRATIFIED_FDR=0.9999899999999999
351,PRDM16,ENST00000270722,.,.,0.08545058876171323,1.0,SAMPLES=169;SNV=174;INDEL=3;STRATIFIED_FDR=0.9999899999999999
352,TFPT,ENST00000391759,.,.,0.08493802213498047,1.0,SAMPLES=30;SNV=31;INDEL=1;STRATIFIED_FDR=0.9999899999999999
353,CD79A,ENST00000221972,.,.,0.0846687707927789,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=0.9999899999999999
354,ALDH2,ENST00000261733,.,.,0.08388835772570032,1.0,SAMPLES=41;SNV=42;INDEL=0;STRATIFIED_FDR=0.9999899999999999
355,FCGR2B,ENST00000358671,.,.,0.08344078069888602,1.0,SAMPLES=33;SNV=34;INDEL=0;STRATIFIED_FDR=0.9999899999999999
356,VTI1A,ENST00000393077,.,.,0.08085912259884455,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=0.9999899999999999
357,LCK,ENST00000336890,.,.,0.08062898846522593,1.0,SAMPLES=58;SNV=62;INDEL=0;STRATIFIED_FDR=0.9999899999999999
358,EZH2,ENST00000320356,.,.,0.07745099376621127,1.0,SAMPLES=70;SNV=72;INDEL=1;STRATIFIED_FDR=0.9999899999999999
359,CDK6,ENST00000265734,.,.,0.0744404002402871,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=0.9999899999999999
360,ERG,ENST00000417133,.,.,0.07278880476464855,1.0,SAMPLES=70;SNV=70;INDEL=0;STRATIFIED_FDR=0.9999899999999999
